language,model_type,task,split,submetric,layer,metric,real,control1,control2,control3,control_mean,selectivity,normalized_selectivity
ja,probe,single_submetric,test,avg_subordinate_chain_len,,r2,0.2741811871528625,-0.3855612277984619,-0.365970253944397,-0.3954639434814453,-0.3823318084081014,0.6565129955609639,-171.71288946490196
ja,probe,single_submetric,test,avg_verb_edges,,loss,0.069293658559521,0.108080793172121,0.1187098585069179,0.1149552129209041,0.113915288199981,0.04462162964046,39.17088772327527
ja,probe,single_submetric,test,avg_verb_edges,,mse,0.0699759572744369,0.1097040772438049,0.120615117251873,0.1167560890316963,0.1156917611757914,0.045715803901354504,39.51517673924094
ja,probe,single_submetric,test,avg_verb_edges,,rmse,0.2645296907238145,0.3312160582517172,0.3472968719292948,0.341695901397275,0.34006961052609563,0.07553991980228114,22.21307563631432
ja,probe,single_submetric,test,avg_verb_edges,,r2,0.2674732804298401,-0.1484111547470092,-0.262630820274353,-0.2222334146499633,-0.2110917965571085,0.4785650769869486,-226.70946232506873
ja,probe,single_submetric,test,lexical_density,,loss,0.0748710588862498,0.072516738747557,0.0726910072068373,0.0729340606679519,0.07271393554078207,0.0021571233454677347,2.966588631773202
ja,probe,single_submetric,test,lexical_density,,mse,0.0762015953660011,0.0734565705060958,0.0736775994300842,0.0738967284560203,0.07367696613073343,0.002524629235267667,3.426619427824878
ja,probe,single_submetric,test,lexical_density,,rmse,0.2760463645223409,0.2710287263485106,0.2714361792946626,0.2718395270302322,0.27143481089113514,0.004611553631205745,1.6989543883725766
ja,probe,single_submetric,test,lexical_density,,r2,-0.4542180299758911,-0.4018324613571167,-0.406050443649292,-0.4102324247360229,-0.40603844324747723,0.04817958672841388,-11.865769739208856
ja,probe,single_submetric,test,n_tokens,,loss,0.0226087563981612,0.0691525178651015,0.0700753772010405,0.0625418325265248,0.06725657586422228,0.04464781946606108,66.38431839913497
ja,probe,single_submetric,test,n_tokens,,mse,0.0225693825632333,0.0691744312644004,0.0702538937330246,0.0626044273376464,0.06734425077835714,0.04477486821512384,66.48654888519961
ja,probe,single_submetric,test,n_tokens,,rmse,0.1502310971910722,0.2630103253950318,0.2650545108709237,0.2502087675075485,0.259424534591168,0.1091934374000958,42.09063632789235
ja,probe,single_submetric,test,n_tokens,,r2,0.621690034866333,-0.1595078706741333,-0.177601933479309,-0.0493808984756469,-0.1288302342096964,0.7505202690760294,-582.5653222475797
ko,probe,single_submetric,test,avg_links_len,,loss,0.0308069722460848,0.0432620205517326,0.040745681683932,0.0415758841804095,0.041861195472024694,0.011054223225939894,26.40685030920173
ko,probe,single_submetric,test,avg_links_len,,mse,0.0310896541923284,0.0434776172041893,0.0409561321139335,0.0417960211634635,0.04207659016052876,0.01098693596820036,26.111754603411264
ko,probe,single_submetric,test,avg_links_len,,rmse,0.1763225855990333,0.2085128705960121,0.2023762142988487,0.2044407522082219,0.20510994570102756,0.028787360101994258,14.035087378919842
ko,probe,single_submetric,test,avg_links_len,,r2,-0.3510271310806274,-0.8893563747406006,-0.7797831296920776,-0.8162811994552612,-0.8284735679626465,0.4774464368820191,-57.62965233231747
ko,probe,single_submetric,test,avg_max_depth,,loss,0.0274132410330431,0.0450634504003184,0.058327228096979,0.0467959599835532,0.050062212826950205,0.022648971793907104,45.24165136726515
ko,probe,single_submetric,test,avg_max_depth,,mse,0.0276023428887128,0.045158352702856,0.0584255568683147,0.046974666416645,0.050186191995938566,0.022583849107225766,45.00012495280259
ko,probe,single_submetric,test,avg_max_depth,,rmse,0.1661395283751368,0.2125049474785376,0.2417137912249004,0.2167363984582309,0.22365171238722295,0.05751218401208616,25.71506535684892
ko,probe,single_submetric,test,avg_max_depth,,r2,0.2094407081604004,-0.2933812141418457,-0.6733675003051758,-0.3454023599624634,-0.4373836914698283,0.6468243996302288,-147.8848919712975
ko,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0501012120928083,0.0601019055715629,0.081742838025093,0.0757850302117211,0.07254325793612566,0.02244204584331736,30.93608762798823
ko,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0498454086482524,0.0601218044757843,0.0817934870719909,0.0759011358022689,0.07260547578334803,0.02276006713509563,31.347590370471234
ko,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2232608533716837,0.2451974805657356,0.2859956067354723,0.275501607621932,0.26889823164104665,0.045637378269362955,16.97198899034951
ko,probe,single_submetric,test,avg_subordinate_chain_len,,r2,0.0135558247566223,-0.189814805984497,-0.6186989545822144,-0.5020887851715088,-0.4368675152460734,0.45042334000269574,-103.10296011571994
ko,probe,single_submetric,test,avg_verb_edges,,loss,0.0354342920971768,0.0354639690901551,0.0357635356485843,0.0366152080574205,0.0359475709320533,0.0005132788348765002,1.4278540150784593
ko,probe,single_submetric,test,avg_verb_edges,,mse,0.0353699326515197,0.0354157872498035,0.0356565676629543,0.0364549681544303,0.03584244102239603,0.00047250837087633307,1.318292943778823
ko,probe,single_submetric,test,avg_verb_edges,,rmse,0.1880689571713518,0.1881908266887723,0.1888294671468262,0.1909318416462544,0.18931737849395094,0.0012484213225991414,0.6594330285632128
ko,probe,single_submetric,test,avg_verb_edges,,r2,-0.0194776058197021,-0.0207993984222412,-0.027739405632019,-0.0507519245147705,-0.03309690952301023,0.013619303703308133,-41.14977470582102
ko,probe,single_submetric,test,lexical_density,,loss,0.0737021485609667,0.0662586385650294,0.071618801248925,0.0683107264339923,0.06872938874931557,0.0049727598116511285,7.235274315895395
ko,probe,single_submetric,test,lexical_density,,mse,0.0739116892218589,0.0663622319698333,0.0717050060629844,0.0684186741709709,0.06882863740126287,0.005083051820596027,7.385082739561488
ko,probe,single_submetric,test,lexical_density,,rmse,0.2718670432800912,0.257608679919434,0.2677779043591619,0.2615696354146844,0.26231873989776006,0.009548303382331147,3.6399623549780094
ko,probe,single_submetric,test,lexical_density,,r2,-0.8489696979522705,-0.6601128578186035,-0.7937674522399902,-0.7115567922592163,-0.72181236743927,0.1271573305130005,-17.61639676029781
ko,probe,single_submetric,test,n_tokens,,loss,0.090616055897304,0.115975732249873,0.1145536048071725,0.1102235657828194,0.11358430094662164,0.022968245049317645,20.221320074956004
ko,probe,single_submetric,test,n_tokens,,mse,0.0901838243007659,0.1152809932827949,0.1138656958937645,0.1095703616738319,0.11290568361679709,0.022721859316031198,20.124637297400717
ko,probe,single_submetric,test,n_tokens,,rmse,0.3003062175526274,0.3395305483793688,0.3374399144940688,0.3310141411991819,0.3359948680242065,0.0356886504715791,10.621784398506925
ko,probe,single_submetric,test,n_tokens,,r2,-1.1626520156860352,-1.7644944190979004,-1.7305548191070557,-1.6275506019592283,-1.7075332800547283,0.5448812643686931,-31.910433063490807
ru,probe,single_submetric,test,avg_links_len,,loss,0.0146402840369514,0.0225120504785861,0.0211597868640507,0.0201104045180337,0.021260747286890164,0.006620463249938764,31.139372293000655
ru,probe,single_submetric,test,avg_links_len,,mse,0.0143259847536683,0.0224261227995157,0.0210621710866689,0.0200414638966321,0.021176585927605563,0.0068506011739372635,32.34988490286763
ru,probe,single_submetric,test,avg_links_len,,rmse,0.1196912058326271,0.1497535401902597,0.1451281195587849,0.1415678773473424,0.145483179032129,0.02579197319950191,17.72849161744391
ru,probe,single_submetric,test,avg_links_len,,r2,0.1495432257652282,-0.3313183784484863,-0.2503479719161987,-0.1897540092468261,-0.25714011987050367,0.40668334563573183,-158.15631797968302
ru,probe,single_submetric,test,avg_max_depth,,loss,0.0154960597200053,0.0263634957373142,0.0248259348528725,0.0275303673531327,0.026239932647773134,0.010743872927767835,40.94474277806357
ru,probe,single_submetric,test,avg_max_depth,,mse,0.0155105870217084,0.0264247674494981,0.0248704496771097,0.0275863036513328,0.02629384025931353,0.010783253237605131,41.010567993336764
ru,probe,single_submetric,test,avg_max_depth,,rmse,0.1245415072243326,0.1625569667824119,0.157703676802761,0.1660912509776865,0.1621172981876198,0.0375757909632872,23.178150255008813
ru,probe,single_submetric,test,avg_max_depth,,r2,0.3641061186790466,-0.0833469629287719,-0.0196239948272705,-0.1309670209884643,-0.0779793262481689,0.44208544492721547,-566.9264742302084
ru,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0586014097290379,0.0657988509961537,0.0540186225303581,0.0618568238403115,0.060558099122274424,0.0019566893932365242,3.2310944722451116
ru,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.0582639202475547,0.065495878458023,0.0537162199616432,0.0615497194230556,0.06025393928090727,0.0019900190333525664,3.3027202156443005
ru,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2413792042566111,0.25592162561617,0.2317675990332626,0.2480921591325603,0.24526046126066428,0.0038812570040531735,1.5825041607208552
ru,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.5427259206771851,-0.7342153787612915,-0.4223108291625976,-0.6297280788421631,-0.5954180955886841,0.05269217491149902,-8.849609258079868
ru,probe,single_submetric,test,avg_verb_edges,,loss,0.044963637632983,0.0526076182723045,0.0524247943290642,0.0491248353251389,0.05138574930883586,0.006422111675852861,12.497845730058408
ru,probe,single_submetric,test,avg_verb_edges,,mse,0.0446542017161846,0.052229955792427,0.0520461574196815,0.0487709864974021,0.0510156999031702,0.006361498186985601,12.469687172889863
ru,probe,single_submetric,test,avg_verb_edges,,rmse,0.2113154081371839,0.2285387402442462,0.228136269408618,0.2208415416025757,0.22583885041847998,0.014523442281296067,6.430887446683372
ru,probe,single_submetric,test,avg_verb_edges,,r2,-0.0910613536834716,-0.2761640548706054,-0.2716730833053589,-0.1916490793228149,-0.2464954058329264,0.1554340521494548,-63.05758585002083
ru,probe,single_submetric,test,lexical_density,,loss,0.0394712101135935,0.0433852970600128,0.0439850959394659,0.0432894961642367,0.04355329638790514,0.0040820862743116346,9.372622999542328
ru,probe,single_submetric,test,lexical_density,,mse,0.0390656478703022,0.0429136529564857,0.0434382036328315,0.0427660420536994,0.043039299547672195,0.003973651677369995,9.232612331361494
ru,probe,single_submetric,test,lexical_density,,rmse,0.1976503171520405,0.2071561076977595,0.2084183380435406,0.2067995214058763,0.2074579890490588,0.009807671897018283,4.727546016412512
ru,probe,single_submetric,test,lexical_density,,r2,0.0282155275344848,-0.0675063133239746,-0.0805548429489135,-0.0638343095779419,-0.07063182195027666,0.09884734948476145,-139.94733075744236
ru,probe,single_submetric,test,n_tokens,,loss,0.004299030439662,0.0135220024468643,0.0121601730518575,0.0132047143166086,0.012962296605110134,0.008663266165448134,66.83434602192955
ru,probe,single_submetric,test,n_tokens,,mse,0.0043445946648716,0.0137050887569785,0.0123268971219658,0.0133774960413575,0.013136493973433935,0.008791899308562334,66.92728917123763
ru,probe,single_submetric,test,n_tokens,,rmse,0.0659135393137987,0.1170687351814245,0.111026560434726,0.1156611258866068,0.11458547383425244,0.048671934520453736,42.476531179560816
ru,probe,single_submetric,test,n_tokens,,r2,0.6180737614631653,-0.2047921419143676,-0.0836374759674072,-0.1759939193725586,-0.15480784575144446,0.7728816072146097,-499.2522203658391
ar,probe,single_submetric,test,avg_links_len,,loss,0.0514249425381422,0.074060134589672,0.0753824114799499,0.0769341684877872,0.0754589048524697,0.0240339623143275,31.85039905007433
ar,probe,single_submetric,test,avg_links_len,,mse,0.0497259311378002,0.071859672665596,0.0731874406337738,0.0747314170002937,0.07325951009988783,0.02353357896208763,32.123582221612025
ar,probe,single_submetric,test,avg_links_len,,rmse,0.2229931190368891,0.268066545218899,0.2705317737970418,0.2733704757289889,0.2706562649149766,0.04766314587808748,17.610213417029268
ar,probe,single_submetric,test,avg_links_len,,r2,-0.0736453533172607,-0.5515404939651489,-0.5802087783813477,-0.6135451793670654,-0.581764817237854,0.5081194639205933,-87.34104381441978
ar,probe,single_submetric,test,avg_max_depth,,loss,0.0343874689191579,0.0527193415910005,0.0549456097185611,0.0533613488078117,0.05367543337245776,0.01928796445329986,35.93443637326459
ar,probe,single_submetric,test,avg_max_depth,,mse,0.034372866153717,0.0527733713388443,0.0550028271973133,0.0534023195505142,0.05372617269555727,0.019353306541840268,36.02212026437653
ar,probe,single_submetric,test,avg_max_depth,,rmse,0.1853992075326025,0.229724555367606,0.2345268155186381,0.2310894189497092,0.2317802632786511,0.04638105574604859,20.01078741130271
ar,probe,single_submetric,test,avg_max_depth,,r2,0.303069531917572,-0.0700117349624633,-0.1152153015136718,-0.0827640295028686,-0.08933035532633456,0.39239988724390656,-439.2682485258482
ar,probe,single_submetric,test,avg_subordinate_chain_len,,loss,0.0717063374817371,0.0792526789009571,0.0806701987981796,0.0747236594557762,0.07821551238497097,0.006509174903233869,8.322102233628787
ar,probe,single_submetric,test,avg_subordinate_chain_len,,mse,0.071516640484333,0.079003244638443,0.0803714990615844,0.0745848417282104,0.07798652847607927,0.006469887991746276,8.296161039827254
ar,probe,single_submetric,test,avg_subordinate_chain_len,,rmse,0.2674259532736736,0.2810751583446018,0.2834986755905298,0.2731022550771239,0.2792253630040851,0.011799409730411548,4.22576574114398
ar,probe,single_submetric,test,avg_subordinate_chain_len,,r2,-0.2949138879776001,-0.4304697513580322,-0.4552440643310547,-0.3504681587219238,-0.4120606581370036,0.1171467701594035,-28.429496445752427
ar,probe,single_submetric,test,avg_verb_edges,,loss,0.1394914612174034,0.1476217746734619,0.1464085012674331,0.1285770416259765,0.14086910585562384,0.0013776446382204321,0.9779608025853266
ar,probe,single_submetric,test,avg_verb_edges,,mse,0.140143021941185,0.1482687294483184,0.1470553427934646,0.1294136792421341,0.14157925049463904,0.0014362285534540442,1.014434352799761
ar,probe,single_submetric,test,avg_verb_edges,,rmse,0.3743568109987916,0.3850567873032736,0.3834779560723989,0.3597411280937087,0.3760919571564603,0.0017351461576687321,0.46136220800565625
ar,probe,single_submetric,test,avg_verb_edges,,r2,-1.030472755432129,-1.148202657699585,-1.130622386932373,-0.8750197887420654,-1.0512816111246746,0.020808855692545647,-1.9793797848593648
ar,probe,single_submetric,test,lexical_density,,loss,0.0573482863605022,0.0626649752259254,0.061148090660572,0.0602291263639926,0.061347397416830006,0.003999111056327803,6.51879496884849
ar,probe,single_submetric,test,lexical_density,,mse,0.0569449514150619,0.0615094974637031,0.0601051189005374,0.0592479966580867,0.06028753767410907,0.0033425862590471672,5.544406668449267
ar,probe,single_submetric,test,lexical_density,,rmse,0.2386314133031566,0.2480110833485131,0.2451634534357384,0.2434091137531353,0.24552788351246227,0.006896470209305672,2.8088338117229066
ar,probe,single_submetric,test,lexical_density,,r2,0.0187055468559265,-0.0599522590637207,-0.035751461982727,-0.0209811925888061,-0.03889497121175127,0.05760051806767777,-148.09245584497316
ar,probe,single_submetric,test,n_tokens,,loss,0.049147031456232,0.0783064320683479,0.0806285813450813,0.0815515592694282,0.08016219089428579,0.031015159438053795,38.69050869499707
ar,probe,single_submetric,test,n_tokens,,mse,0.0479598566889762,0.0766089335083961,0.0789177566766738,0.0799048766493797,0.07847718894481653,0.030517332255840336,38.886882501996176
ar,probe,single_submetric,test,n_tokens,,rmse,0.2189973896853026,0.2767831886303721,0.2809230440470733,0.2826745065430905,0.28012691307351195,0.061129523388209345,21.82208154065065
ar,probe,single_submetric,test,n_tokens,,r2,0.3597054481506347,-0.022778034210205,-0.0536022186279296,-0.0667809247970581,-0.04772039254506424,0.4074258406956989,-853.7772196885236
